Step,Epsilon_2,p,q,specificVoid
1265,0.1265,783.201,912.928,1.90886
1266,0.1266,783.195,912.957,1.90884
1267,0.1267,783.19,912.986,1.90882
1268,0.1268,783.184,913.014,1.90879
1269,0.1269,783.178,913.042,1.90877
1270,0.127,783.172,913.071,1.90875
1271,0.1271,783.166,913.099,1.90873
1272,0.1272,783.16,913.127,1.90871
1273,0.1273,783.153,913.155,1.90868
1274,0.1274,783.147,913.183,1.90866
1275,0.1275,783.141,913.21,1.90864
1276,0.1276,783.134,913.238,1.90862
1277,0.1277,783.128,913.265,1.9086
1278,0.1278,783.121,913.293,1.90858
1279,0.1279,783.115,913.32,1.90855
1280,0.128,783.108,913.347,1.90853
1281,0.1281,783.102,913.374,1.90851
1282,0.1282,783.095,913.401,1.90849
1283,0.1283,783.088,913.428,1.90847
1284,0.1284,783.081,913.454,1.90845
1285,0.1285,783.074,913.481,1.90842
1286,0.1286,783.067,913.507,1.9084
1287,0.1287,783.06,913.534,1.90838
1288,0.1288,783.052,913.56,1.90836
1289,0.1289,783.047,913.586,1.90834
1290,0.129,783.037,913.611,1.90832
1291,0.1291,783.031,913.637,1.90829
1292,0.1292,783.02,913.66,1.90827
1293,0.1293,783.014,913.686,1.90825
1294,0.1294,783.002,913.708,1.90823
1295,0.1295,782.997,913.734,1.90821
1296,0.1296,782.985,913.756,1.90819
1297,0.1297,782.979,913.782,1.90816
1298,0.1298,782.967,913.804,1.90814
1299,0.1299,782.961,913.829,1.90812
1300,0.13,782.95,913.852,1.9081
1301,0.1301,782.944,913.877,1.90808
1302,0.1302,782.932,913.899,1.90806
1303,0.1303,782.925,913.924,1.90804
1304,0.1304,782.914,913.946,1.90801
1305,0.1305,782.907,913.97,1.90799
1306,0.1306,782.895,913.992,1.90797
1307,0.1307,782.889,914.016,1.90795
1308,0.1308,782.877,914.038,1.90793
1309,0.1309,782.87,914.062,1.90791
1310,0.131,782.858,914.084,1.90789
1311,0.1311,782.852,914.108,1.90786
1312,0.1312,782.84,914.129,1.90784
1313,0.1313,782.833,914.153,1.90782
1314,0.1314,782.821,914.174,1.9078
1315,0.1315,782.814,914.198,1.90778
1316,0.1316,782.802,914.219,1.90776
1317,0.1317,782.795,914.243,1.90774
1318,0.1318,782.782,914.264,1.90772
1319,0.1319,782.775,914.287,1.90769
1320,0.132,782.763,914.308,1.90767
1321,0.1321,782.756,914.331,1.90765
1322,0.1322,782.743,914.351,1.90763
1323,0.1323,782.736,914.374,1.90761
1324,0.1324,782.724,914.395,1.90759
1325,0.1325,782.716,914.418,1.90757
1326,0.1326,782.704,914.438,1.90754
1327,0.1327,782.696,914.46,1.90752
1328,0.1328,782.684,914.48,1.9075
1329,0.1329,782.676,914.503,1.90748
1330,0.133,782.663,914.523,1.90746
1331,0.1331,782.655,914.545,1.90744
1332,0.1332,782.643,914.565,1.90742
1333,0.1333,782.635,914.587,1.9074
1334,0.1334,782.622,914.606,1.90738
1335,0.1335,782.614,914.628,1.90735
1336,0.1336,782.601,914.648,1.90733
1337,0.1337,782.593,914.669,1.90731
1338,0.1338,782.58,914.688,1.90729
1339,0.1339,782.572,914.71,1.90727
1340,0.134,782.559,914.729,1.90725
1341,0.1341,782.55,914.75,1.90723
1342,0.1342,782.537,914.769,1.90721
1343,0.1343,782.529,914.79,1.90719
1344,0.1344,782.516,914.809,1.90716
1345,0.1345,782.507,914.83,1.90714
1346,0.1346,782.494,914.848,1.90712
1347,0.1347,782.485,914.869,1.9071
1348,0.1348,782.472,914.887,1.90708
1349,0.1349,782.463,914.908,1.90706
1350,0.135,782.449,914.926,1.90704
1351,0.1351,782.44,914.946,1.90702
1352,0.1352,782.427,914.965,1.907
1353,0.1353,782.418,914.985,1.90698
1354,0.1354,782.404,915.003,1.90695
1355,0.1355,782.395,915.022,1.90693
1356,0.1356,782.381,915.04,1.90691
1357,0.1357,782.372,915.06,1.90689
1358,0.1358,782.358,915.077,1.90687
1359,0.1359,782.348,915.097,1.90685
1360,0.136,782.335,915.114,1.90683
1361,0.1361,782.325,915.134,1.90681
1362,0.1362,782.311,915.151,1.90679
1363,0.1363,782.301,915.17,1.90677
1364,0.1364,782.288,915.187,1.90675
1365,0.1365,782.278,915.206,1.90673
1366,0.1366,782.264,915.223,1.9067
1367,0.1367,782.253,915.242,1.90668
1368,0.1368,782.24,915.258,1.90666
1369,0.1369,782.229,915.277,1.90664
1370,0.137,782.215,915.293,1.90662
1371,0.1371,782.205,915.312,1.9066
1372,0.1372,782.191,915.328,1.90658
1373,0.1373,782.18,915.346,1.90656
1374,0.1374,782.166,915.362,1.90654
1375,0.1375,782.155,915.38,1.90652
1376,0.1376,782.141,915.396,1.9065
1377,0.1377,782.13,915.414,1.90648
1378,0.1378,782.116,915.43,1.90646
1379,0.1379,782.104,915.447,1.90644
1380,0.138,782.09,915.463,1.90641
1381,0.1381,782.079,915.48,1.90639
1382,0.1382,782.065,915.496,1.90637
1383,0.1383,782.053,915.513,1.90635
1384,0.1384,782.039,915.528,1.90633
1385,0.1385,782.027,915.545,1.90631
1386,0.1386,782.013,915.561,1.90629
1387,0.1387,782.001,915.577,1.90627
1388,0.1388,781.986,915.592,1.90625
1389,0.1389,781.974,915.609,1.90623
1390,0.139,781.96,915.624,1.90621
1391,0.1391,781.948,915.64,1.90619
1392,0.1392,781.933,915.655,1.90617
1393,0.1393,781.921,915.671,1.90615
1394,0.1394,781.906,915.685,1.90613
1395,0.1395,781.893,915.701,1.90611
1396,0.1396,781.879,915.715,1.90609
1397,0.1397,781.866,915.731,1.90606
1398,0.1398,781.852,915.746,1.90604
1399,0.1399,781.839,915.761,1.90602
1400,0.14,781.824,915.776,1.906
1401,0.1401,781.811,915.791,1.90598
1402,0.1402,781.796,915.805,1.90596
1403,0.1403,781.783,915.82,1.90594
1404,0.1404,781.768,915.833,1.90592
1405,0.1405,781.755,915.848,1.9059
1406,0.1406,781.739,915.861,1.90588
1407,0.1407,781.726,915.876,1.90586
1408,0.1408,781.711,915.89,1.90584
1409,0.1409,781.697,915.904,1.90582
1410,0.141,781.682,915.917,1.9058
1411,0.1411,781.668,915.931,1.90578
1412,0.1412,781.653,915.944,1.90576
1413,0.1413,781.639,915.958,1.90574
1414,0.1414,781.623,915.971,1.90572
1415,0.1415,781.609,915.985,1.9057
1416,0.1416,781.594,915.998,1.90568
1417,0.1417,781.58,916.011,1.90566
1418,0.1418,781.564,916.023,1.90564
1419,0.1419,781.55,916.037,1.90562
1420,0.142,781.534,916.049,1.9056
1421,0.1421,781.519,916.062,1.90558
1422,0.1422,781.503,916.074,1.90556
1423,0.1423,781.489,916.087,1.90554
1424,0.1424,781.473,916.099,1.90552
1425,0.1425,781.458,916.112,1.9055
1426,0.1426,781.442,916.124,1.90548
1427,0.1427,781.427,916.136,1.90546
1428,0.1428,781.411,916.148,1.90544
1429,0.1429,781.396,916.16,1.90541
1430,0.143,781.38,916.172,1.90539
1431,0.1431,781.364,916.184,1.90537
1432,0.1432,781.348,916.195,1.90535
1433,0.1433,781.333,916.207,1.90533
1434,0.1434,781.316,916.218,1.90531
1435,0.1435,781.301,916.23,1.90529
1436,0.1436,781.284,916.241,1.90527
1437,0.1437,781.269,916.252,1.90525
1438,0.1438,781.252,916.263,1.90523
1439,0.1439,781.236,916.274,1.90521
1440,0.144,781.22,916.285,1.90519
1441,0.1441,781.203,916.295,1.90517
1442,0.1442,781.187,916.306,1.90515
1443,0.1443,781.17,916.317,1.90513
1444,0.1444,781.154,916.327,1.90511
1445,0.1445,781.137,916.338,1.90509
1446,0.1446,781.12,916.348,1.90507
1447,0.1447,781.104,916.358,1.90505
1448,0.1448,781.087,916.368,1.90503
1449,0.1449,781.07,916.378,1.90501
1450,0.145,781.053,916.388,1.90499
1451,0.1451,781.036,916.398,1.90497
1452,0.1452,781.019,916.407,1.90495
1453,0.1453,781.002,916.417,1.90493
1454,0.1454,780.985,916.427,1.90491
1455,0.1455,780.968,916.437,1.90489
1456,0.1456,780.952,916.448,1.90487
1457,0.1457,780.936,916.459,1.90485
1458,0.1458,780.921,916.471,1.90483
1459,0.1459,780.907,916.484,1.90482
1460,0.146,780.893,916.497,1.9048
1461,0.1461,780.88,916.512,1.90478
1462,0.1462,780.868,916.527,1.90476
1463,0.1463,780.857,916.544,1.90474
1464,0.1464,780.848,916.563,1.90472
1465,0.1465,780.839,916.582,1.9047
1466,0.1466,780.832,916.603,1.90468
1467,0.1467,780.825,916.625,1.90466
1468,0.1468,780.82,916.648,1.90464
1469,0.1469,780.815,916.672,1.90462
1470,0.147,780.811,916.696,1.9046
1471,0.1471,780.808,916.721,1.90458
1472,0.1472,780.804,916.746,1.90456
1473,0.1473,780.801,916.772,1.90454
1474,0.1474,780.799,916.798,1.90452
1475,0.1475,780.796,916.824,1.9045
1476,0.1476,780.793,916.85,1.90448
1477,0.1477,780.791,916.876,1.90446
1478,0.1478,780.788,916.902,1.90444
1479,0.1479,780.786,916.928,1.90442
1480,0.148,780.783,916.954,1.9044
1481,0.1481,780.781,916.98,1.90438
1482,0.1482,780.778,917.006,1.90436
1483,0.1483,780.776,917.032,1.90434
1484,0.1484,780.774,917.058,1.90432
1485,0.1485,780.771,917.084,1.9043
1486,0.1486,780.769,917.11,1.90428
1487,0.1487,780.767,917.136,1.90426
1488,0.1488,780.764,917.162,1.90424
1489,0.1489,780.762,917.188,1.90422
1490,0.149,780.76,917.214,1.9042
1491,0.1491,780.758,917.24,1.90418
1492,0.1492,780.755,917.266,1.90416
1493,0.1493,780.753,917.292,1.90414
1494,0.1494,780.751,917.318,1.90412
1495,0.1495,780.749,917.344,1.9041
1496,0.1496,780.747,917.37,1.90408
1497,0.1497,780.744,917.396,1.90406
1498,0.1498,780.742,917.422,1.90404
1499,0.1499,780.74,917.448,1.90402
1500,0.15,780.738,917.474,1.904
1501,0.1501,780.736,917.5,1.90398
1502,0.1502,780.734,917.526,1.90396
1503,0.1503,780.732,917.552,1.90394
1504,0.1504,780.729,917.577,1.90392
1505,0.1505,780.727,917.603,1.9039
1506,0.1506,780.725,917.629,1.90388
1507,0.1507,780.723,917.655,1.90386
1508,0.1508,780.721,917.681,1.90384
1509,0.1509,780.719,917.706,1.90382
1510,0.151,780.717,917.732,1.90381
1511,0.1511,780.715,917.758,1.90379
1512,0.1512,780.712,917.783,1.90377
1513,0.1513,780.71,917.809,1.90375
1514,0.1514,780.708,917.835,1.90373
1515,0.1515,780.706,917.86,1.90371
1516,0.1516,780.704,917.886,1.90369
1517,0.1517,780.702,917.911,1.90367
1518,0.1518,780.7,917.937,1.90365
1519,0.1519,780.697,917.962,1.90363
1520,0.152,780.695,917.988,1.90361
1521,0.1521,780.693,918.013,1.90359
1522,0.1522,780.691,918.039,1.90357
1523,0.1523,780.689,918.064,1.90355
1524,0.1524,780.687,918.089,1.90353
1525,0.1525,780.685,918.115,1.90351
1526,0.1526,780.682,918.14,1.90349
1527,0.1527,780.68,918.165,1.90347
1528,0.1528,780.678,918.19,1.90345
1529,0.1529,780.676,918.216,1.90343
1530,0.153,780.674,918.241,1.90342
1531,0.1531,780.672,918.266,1.9034
1532,0.1532,780.669,918.291,1.90338
1533,0.1533,780.667,918.316,1.90336
1534,0.1534,780.665,918.341,1.90334
1535,0.1535,780.663,918.366,1.90332
1536,0.1536,780.66,918.391,1.9033
1537,0.1537,780.658,918.416,1.90328
1538,0.1538,780.656,918.441,1.90326
1539,0.1539,780.654,918.466,1.90324
1540,0.154,780.651,918.491,1.90322
1541,0.1541,780.649,918.516,1.9032
1542,0.1542,780.647,918.54,1.90318
1543,0.1543,780.645,918.565,1.90316
1544,0.1544,780.642,918.59,1.90314
1545,0.1545,780.64,918.615,1.90312
1546,0.1546,780.638,918.639,1.90311
1547,0.1547,780.635,918.664,1.90309
1548,0.1548,780.633,918.689,1.90307
1549,0.1549,780.631,918.713,1.90305
1550,0.155,780.628,918.738,1.90303
1551,0.1551,780.626,918.762,1.90301
1552,0.1552,780.624,918.787,1.90299
1553,0.1553,780.621,918.811,1.90297
1554,0.1554,780.619,918.835,1.90295
1555,0.1555,780.616,918.86,1.90293
1556,0.1556,780.614,918.884,1.90291
1557,0.1557,780.612,918.909,1.90289
1558,0.1558,780.609,918.933,1.90287
1559,0.1559,780.607,918.957,1.90286
1560,0.156,780.604,918.981,1.90284
1561,0.1561,780.602,919.005,1.90282
1562,0.1562,780.599,919.03,1.9028
1563,0.1563,780.597,919.054,1.90278
1564,0.1564,780.594,919.078,1.90276
1565,0.1565,780.592,919.102,1.90274
1566,0.1566,780.589,919.126,1.90272
1567,0.1567,780.587,919.15,1.9027
1568,0.1568,780.584,919.174,1.90268
1569,0.1569,780.581,919.198,1.90266
1570,0.157,780.579,919.221,1.90265
1571,0.1571,780.576,919.245,1.90263
1572,0.1572,780.574,919.269,1.90261
1573,0.1573,780.571,919.293,1.90259
1574,0.1574,780.568,919.317,1.90257
1575,0.1575,780.566,919.34,1.90255
1576,0.1576,780.563,919.364,1.90253
1577,0.1577,780.56,919.388,1.90251
1578,0.1578,780.558,919.411,1.90249
1579,0.1579,780.555,919.435,1.90247
1580,0.158,780.552,919.458,1.90245
1581,0.1581,780.55,919.482,1.90244
1582,0.1582,780.547,919.505,1.90242
1583,0.1583,780.544,919.529,1.9024
1584,0.1584,780.541,919.552,1.90238
1585,0.1585,780.539,919.575,1.90236
1586,0.1586,780.536,919.599,1.90234
1587,0.1587,780.533,919.622,1.90232
1588,0.1588,780.53,919.645,1.9023
1589,0.1589,780.527,919.668,1.90228
1590,0.159,780.524,919.691,1.90227
1591,0.1591,780.522,919.715,1.90225
1592,0.1592,780.519,919.738,1.90223
1593,0.1593,780.516,919.761,1.90221
1594,0.1594,780.513,919.784,1.90219
1595,0.1595,780.51,919.807,1.90217
1596,0.1596,780.507,919.83,1.90215
1597,0.1597,780.504,919.853,1.90213
1598,0.1598,780.501,919.875,1.90211
1599,0.1599,780.498,919.898,1.9021
1600,0.16,780.495,919.921,1.90208
1601,0.1601,780.492,919.944,1.90206
1602,0.1602,780.489,919.967,1.90204
1603,0.1603,780.486,919.989,1.90202
1604,0.1604,780.483,920.012,1.902
1605,0.1605,780.48,920.035,1.90198
1606,0.1606,780.477,920.057,1.90196
1607,0.1607,780.474,920.08,1.90195
1608,0.1608,780.471,920.102,1.90193
1609,0.1609,780.468,920.125,1.90191
1610,0.161,780.464,920.147,1.90189
1611,0.1611,780.461,920.17,1.90187
1612,0.1612,780.458,920.192,1.90185
1613,0.1613,780.455,920.214,1.90183
1614,0.1614,780.452,920.237,1.90181
1615,0.1615,780.449,920.259,1.9018
1616,0.1616,780.445,920.281,1.90178
1617,0.1617,780.442,920.304,1.90176
1618,0.1618,780.439,920.326,1.90174
1619,0.1619,780.435,920.348,1.90172
1620,0.162,780.432,920.37,1.9017
1621,0.1621,780.429,920.392,1.90168
1622,0.1622,780.426,920.414,1.90166
1623,0.1623,780.422,920.436,1.90165
1624,0.1624,780.419,920.458,1.90163
1625,0.1625,780.415,920.48,1.90161
1626,0.1626,780.412,920.502,1.90159
1627,0.1627,780.409,920.524,1.90157
1628,0.1628,780.405,920.545,1.90155
1629,0.1629,780.402,920.567,1.90153
1630,0.163,780.398,920.589,1.90152
1631,0.1631,780.395,920.611,1.9015
1632,0.1632,780.391,920.632,1.90148
1633,0.1633,780.388,920.654,1.90146
1634,0.1634,780.384,920.676,1.90144
1635,0.1635,780.381,920.697,1.90142
1636,0.1636,780.377,920.719,1.9014
1637,0.1637,780.374,920.74,1.90139
1638,0.1638,780.37,920.762,1.90137
1639,0.1639,780.367,920.783,1.90135
1640,0.164,780.363,920.804,1.90133
1641,0.1641,780.359,920.826,1.90131
1642,0.1642,780.356,920.847,1.90129
1643,0.1643,780.352,920.868,1.90128
1644,0.1644,780.348,920.89,1.90126
1645,0.1645,780.345,920.911,1.90124
1646,0.1646,780.341,920.932,1.90122
1647,0.1647,780.337,920.953,1.9012
1648,0.1648,780.333,920.974,1.90118
1649,0.1649,780.33,920.995,1.90116
1650,0.165,780.326,921.016,1.90115
1651,0.1651,780.322,921.037,1.90113
1652,0.1652,780.318,921.058,1.90111
1653,0.1653,780.314,921.079,1.90109
1654,0.1654,780.311,921.1,1.90107
1655,0.1655,780.307,921.121,1.90105
1656,0.1656,780.303,921.142,1.90104
1657,0.1657,780.299,921.162,1.90102
1658,0.1658,780.295,921.183,1.901
1659,0.1659,780.291,921.204,1.90098
1660,0.166,780.287,921.225,1.90096
1661,0.1661,780.283,921.245,1.90094
1662,0.1662,780.279,921.266,1.90093
1663,0.1663,780.275,921.286,1.90091
1664,0.1664,780.271,921.307,1.90089
1665,0.1665,780.267,921.327,1.90087
1666,0.1666,780.263,921.348,1.90085
1667,0.1667,780.259,921.368,1.90083
1668,0.1668,780.255,921.389,1.90082
1669,0.1669,780.251,921.409,1.9008
1670,0.167,780.247,921.429,1.90078
1671,0.1671,780.243,921.45,1.90076
1672,0.1672,780.239,921.47,1.90074
1673,0.1673,780.234,921.49,1.90073
1674,0.1674,780.23,921.51,1.90071
1675,0.1675,780.226,921.53,1.90069
1676,0.1676,780.222,921.55,1.90067
1677,0.1677,780.217,921.571,1.90065
1678,0.1678,780.213,921.591,1.90063
1679,0.1679,780.209,921.611,1.90062
1680,0.168,780.205,921.631,1.9006
1681,0.1681,780.2,921.65,1.90058
1682,0.1682,780.196,921.67,1.90056
1683,0.1683,780.192,921.69,1.90054
1684,0.1684,780.187,921.71,1.90053
1685,0.1685,780.183,921.73,1.90051
1686,0.1686,780.179,921.75,1.90049
1687,0.1687,780.174,921.769,1.90047
1688,0.1688,780.17,921.789,1.90045
1689,0.1689,780.165,921.809,1.90044
1690,0.169,780.161,921.828,1.90042
1691,0.1691,780.156,921.848,1.9004
1692,0.1692,780.152,921.867,1.90038
1693,0.1693,780.147,921.887,1.90036
1694,0.1694,780.143,921.906,1.90035
1695,0.1695,780.138,921.926,1.90033
1696,0.1696,780.134,921.945,1.90031
1697,0.1697,780.129,921.964,1.90029
1698,0.1698,780.125,921.984,1.90027
1699,0.1699,780.12,922.003,1.90026
1700,0.17,780.115,922.022,1.90024
1701,0.1701,780.111,922.042,1.90022
1702,0.1702,780.106,922.061,1.9002
1703,0.1703,780.101,922.08,1.90018
1704,0.1704,780.097,922.099,1.90017
1705,0.1705,780.092,922.118,1.90015
1706,0.1706,780.087,922.137,1.90013
1707,0.1707,780.082,922.156,1.90011
1708,0.1708,780.078,922.175,1.90009
1709,0.1709,780.073,922.194,1.90008
1710,0.171,780.068,922.213,1.90006
1711,0.1711,780.063,922.232,1.90004
1712,0.1712,780.058,922.251,1.90002
1713,0.1713,780.053,922.269,1.9
1714,0.1714,780.048,922.288,1.89999
1715,0.1715,780.044,922.307,1.89997
1716,0.1716,780.039,922.326,1.89995
1717,0.1717,780.034,922.344,1.89993
1718,0.1718,780.029,922.363,1.89991
1719,0.1719,780.024,922.381,1.8999
1720,0.172,780.019,922.4,1.89988
1721,0.1721,780.014,922.419,1.89986
1722,0.1722,780.009,922.437,1.89984
1723,0.1723,780.004,922.455,1.89983
1724,0.1724,779.999,922.474,1.89981
1725,0.1725,779.994,922.492,1.89979
1726,0.1726,779.988,922.511,1.89977
1727,0.1727,779.983,922.529,1.89975
1728,0.1728,779.978,922.547,1.89974
1729,0.1729,779.973,922.565,1.89972
1730,0.173,779.968,922.584,1.8997
1731,0.1731,779.963,922.602,1.89968
1732,0.1732,779.957,922.62,1.89967
1733,0.1733,779.952,922.638,1.89965
1734,0.1734,779.947,922.656,1.89963
1735,0.1735,779.942,922.674,1.89961
1736,0.1736,779.936,922.692,1.8996
1737,0.1737,779.931,922.71,1.89958
1738,0.1738,779.926,922.728,1.89956
1739,0.1739,779.92,922.746,1.89954
1740,0.174,779.915,922.764,1.89952
1741,0.1741,779.91,922.782,1.89951
1742,0.1742,779.904,922.799,1.89949
1743,0.1743,779.899,922.817,1.89947
1744,0.1744,779.893,922.835,1.89945
1745,0.1745,779.888,922.852,1.89944
1746,0.1746,779.883,922.87,1.89942
1747,0.1747,779.877,922.888,1.8994
1748,0.1748,779.872,922.905,1.89938
1749,0.1749,779.866,922.923,1.89937
1750,0.175,779.861,922.94,1.89935
1751,0.1751,779.855,922.958,1.89933
1752,0.1752,779.849,922.975,1.89931
1753,0.1753,779.844,922.993,1.8993
1754,0.1754,779.838,923.01,1.89928
1755,0.1755,779.833,923.027,1.89926
1756,0.1756,779.827,923.045,1.89924
1757,0.1757,779.821,923.062,1.89923
1758,0.1758,779.816,923.079,1.89921
1759,0.1759,779.81,923.096,1.89919
1760,0.176,779.804,923.114,1.89917
1761,0.1761,779.798,923.131,1.89916
1762,0.1762,779.793,923.148,1.89914
1763,0.1763,779.787,923.165,1.89912
1764,0.1764,779.781,923.182,1.8991
1765,0.1765,779.775,923.199,1.89909
1766,0.1766,779.769,923.216,1.89907
1767,0.1767,779.764,923.233,1.89905
1768,0.1768,779.758,923.25,1.89903
1769,0.1769,779.752,923.266,1.89902
1770,0.177,779.746,923.283,1.899
1771,0.1771,779.74,923.3,1.89898
1772,0.1772,779.734,923.317,1.89896
1773,0.1773,779.728,923.334,1.89895
1774,0.1774,779.722,923.35,1.89893
1775,0.1775,779.716,923.367,1.89891
1776,0.1776,779.71,923.383,1.89889
1777,0.1777,779.704,923.4,1.89888
1778,0.1778,779.698,923.417,1.89886
1779,0.1779,779.692,923.433,1.89884
1780,0.178,779.686,923.45,1.89882
1781,0.1781,779.68,923.466,1.89881
1782,0.1782,779.674,923.482,1.89879
1783,0.1783,779.667,923.499,1.89877
1784,0.1784,779.661,923.515,1.89876
1785,0.1785,779.655,923.531,1.89874
1786,0.1786,779.649,923.548,1.89872
1787,0.1787,779.643,923.564,1.8987
1788,0.1788,779.636,923.58,1.89869
1789,0.1789,779.63,923.596,1.89867
1790,0.179,779.624,923.612,1.89865
1791,0.1791,779.617,923.628,1.89863
1792,0.1792,779.611,923.645,1.89862
1793,0.1793,779.605,923.661,1.8986
1794,0.1794,779.598,923.677,1.89858
1795,0.1795,779.592,923.692,1.89857
1796,0.1796,779.586,923.708,1.89855
1797,0.1797,779.579,923.724,1.89853
1798,0.1798,779.573,923.74,1.89851
1799,0.1799,779.566,923.756,1.8985
1800,0.18,779.56,923.772,1.89848
1801,0.1801,779.553,923.787,1.89846
1802,0.1802,779.547,923.803,1.89845
1803,0.1803,779.54,923.819,1.89843
1804,0.1804,779.534,923.835,1.89841
1805,0.1805,779.527,923.85,1.89839
1806,0.1806,779.521,923.866,1.89838
1807,0.1807,779.514,923.881,1.89836
1808,0.1808,779.507,923.897,1.89834
1809,0.1809,779.501,923.912,1.89833
1810,0.181,779.494,923.928,1.89831
1811,0.1811,779.487,923.943,1.89829
1812,0.1812,779.481,923.958,1.89827
1813,0.1813,779.474,923.974,1.89826
1814,0.1814,779.467,923.989,1.89824
1815,0.1815,779.461,924.004,1.89822
1816,0.1816,779.454,924.02,1.89821
1817,0.1817,779.447,924.035,1.89819
1818,0.1818,779.44,924.05,1.89817
1819,0.1819,779.433,924.065,1.89815
1820,0.182,779.427,924.08,1.89814
1821,0.1821,779.42,924.095,1.89812
1822,0.1822,779.413,924.11,1.8981
1823,0.1823,779.406,924.125,1.89809
1824,0.1824,779.399,924.14,1.89807
1825,0.1825,779.392,924.155,1.89805
1826,0.1826,779.385,924.17,1.89804
1827,0.1827,779.378,924.185,1.89802
1828,0.1828,779.371,924.2,1.898
1829,0.1829,779.364,924.215,1.89798
1830,0.183,779.357,924.229,1.89797
1831,0.1831,779.35,924.244,1.89795
1832,0.1832,779.343,924.259,1.89793
1833,0.1833,779.336,924.273,1.89792
1834,0.1834,779.329,924.288,1.8979
1835,0.1835,779.321,924.303,1.89788
1836,0.1836,779.314,924.317,1.89787
1837,0.1837,779.307,924.332,1.89785
1838,0.1838,779.3,924.346,1.89783
1839,0.1839,779.293,924.361,1.89782
1840,0.184,779.285,924.375,1.8978
1841,0.1841,779.278,924.39,1.89778
1842,0.1842,779.271,924.404,1.89776
1843,0.1843,779.264,924.418,1.89775
1844,0.1844,779.256,924.432,1.89773
1845,0.1845,779.249,924.447,1.89771
1846,0.1846,779.242,924.461,1.8977
1847,0.1847,779.234,924.475,1.89768
1848,0.1848,779.227,924.489,1.89766
1849,0.1849,779.219,924.503,1.89765
1850,0.185,779.212,924.517,1.89763
1851,0.1851,779.205,924.532,1.89761
1852,0.1852,779.197,924.546,1.8976
1853,0.1853,779.19,924.56,1.89758
1854,0.1854,779.182,924.573,1.89756
1855,0.1855,779.175,924.587,1.89755
1856,0.1856,779.167,924.601,1.89753
1857,0.1857,779.159,924.615,1.89751
1858,0.1858,779.152,924.629,1.8975
1859,0.1859,779.144,924.643,1.89748
1860,0.186,779.137,924.656,1.89746
1861,0.1861,779.129,924.67,1.89745
1862,0.1862,779.121,924.684,1.89743
1863,0.1863,779.114,924.697,1.89741
1864,0.1864,779.106,924.711,1.8974
1865,0.1865,779.098,924.725,1.89738
1866,0.1866,779.09,924.738,1.89736
1867,0.1867,779.083,924.752,1.89735
1868,0.1868,779.075,924.765,1.89733
1869,0.1869,779.067,924.779,1.89731
1870,0.187,779.059,924.792,1.8973
1871,0.1871,779.051,924.805,1.89728
1872,0.1872,779.044,924.819,1.89726
1873,0.1873,779.036,924.832,1.89725
1874,0.1874,779.028,924.845,1.89723
1875,0.1875,779.02,924.858,1.89721
1876,0.1876,779.012,924.872,1.8972
1877,0.1877,779.004,924.885,1.89718
1878,0.1878,778.996,924.898,1.89716
1879,0.1879,778.988,924.911,1.89715
1880,0.188,778.98,924.924,1.89713
1881,0.1881,778.972,924.937,1.89711
